file,scenario,sentence
011222,iot,reduce the brightness
011223,iot,reduce the brightness
011224,iot,reduce the brightness
011225,iot,reduce the brightness
011226,iot,shut down the plug
011227,iot,put off the living room light
011228,iot,put off the living room light
011229,iot,make the lights a different color
011230,iot,clean the floor please
011231,iot,choose a brighter color for reading
011232,iot,dim the lights
011233,iot,dim the lights
011234,iot,dim the lights
011235,iot,dim the lights
011236,iot,dim the lights
011237,iot,dim the lights
011238,iot,dim the lights
011239,iot,dim the lights
011240,iot,dim the lights
011241,iot,dim the lights
011242,iot,dim the lights
011243,iot,dim the lights
011244,iot,dim the lights
011245,iot,dim the lights
011246,iot,dim the lights
011247,iot,dim the lights
011248,iot,dim the lights
011249,iot,dim the lights
011250,iot,dim the lights
011251,iot,dim the lights
011252,iot,dim the lights
011253,iot,dim the lights
011254,iot,dim the lights
011255,iot,dim the lights
011256,iot,dim the lights
011257,iot,dim the lights
011258,iot,dim the lights
011259,iot,dim the lights
011260,iot,dim the lights
011261,iot,dim the lights
011262,iot,dim the lights
011263,iot,dim the lights
011264,iot,dim the lights
011265,iot,dim the lights
011266,iot,dim the lights
011267,iot,dim the lights
011268,iot,connect to lights
011269,iot,olly darker lights please
011270,iot,olly i want some coffee now
011271,iot,can i get a cup of coffee
011272,iot,shut the smart socket down
011273,iot,slightly raise the light
011274,iot,slightly raise the light
011275,iot,slightly raise the light
011276,iot,please set my coffee machine to start at four pm time
011277,iot,can you please turn off my wemo plug
011278,iot,can you please turn off my wemo plug
011279,iot,can you please turn off my wemo plug
011280,iot,can you please turn off my wemo plug
011281,iot,can you please turn off my wemo plug
011282,iot,have the vacuum cleaner clean the room
011283,iot,have the vacuum cleaner clean the room
011284,iot,have the vacuum cleaner clean the room
011285,iot,it is too bright in here dim the lights
011286,iot,it is too bright in here dim the lights
011287,iot,increase brightness by twenty percent
011288,iot,increase brightness by twenty percent
011289,iot,adjust the light
011290,iot,bring the lights down a bit
011291,iot,bring the lights down a bit
011292,iot,change the colour to red
011293,iot,change the colour to red
011294,iot,change the colour to red
011295,iot,turn lights off in living room
011296,iot,turn lights off in living room
011297,iot,dim the lighting in my living room
011298,iot,change the lights to blue
011299,iot,change the lights to blue
011300,iot,change the lights to blue
011301,iot,can i please have a cafe americano
011302,iot,turn on vacuum cleaning
011303,iot,do coffee
011304,iot,do coffee
011305,iot,do coffee
011306,iot,do coffee
011307,iot,vacuum the living room in ten minutes
011308,iot,vacuum the living room in ten minutes
011309,iot,vacuum the living room in ten minutes
011310,iot,turn off the living room light
011311,iot,shutoff light in the kitchen
011312,iot,change the light colour to blue
011313,iot,change the light colour to blue
011314,iot,make five coffee tell the coffee machine
011315,iot,make five coffee tell the coffee machine
011316,iot,make five coffee tell the coffee machine
011317,iot,please turn off my smart plug socket
011318,iot,please turn off my smart plug socket
011319,iot,please turn off my smart plug socket
011320,iot,minimize the lights
011321,iot,minimize the lights
011322,iot,minimize the lights
011323,iot,minimize the lights
011324,iot,please turn off the lights
011325,iot,please turn off the lights
011326,iot,please turn off the lights
011327,iot,start the robotic vacuum
011328,iot,start the robotic vacuum
011329,iot,fix the lights in the living room to red
011330,iot,vacuum the kitchen
011331,iot,vacuum the kitchen
011332,iot,activate vacuum
011333,iot,please turn off the lights in bedroom
011334,iot,please turn off the lights in bedroom
011335,iot,can we turn up the lights
011336,iot,run the vacuum cleaner
011337,iot,run the vacuum cleaner
011338,iot,run the vacuum cleaner
011339,iot,run the vacuum cleaner
011340,iot,run the vacuum cleaner
011341,iot,shift the balcony light to off
011342,iot,get the roomba to start cleaning
011343,iot,make coffee olly
011344,iot,brighten light
011345,iot,brighten light
011346,iot,olly make me a cup of coffee
011347,iot,set lights to full power
011348,iot,set lights to full power
011349,iot,set lights to full power
011350,iot,set lights to full power
011351,iot,turn this room light off
011352,iot,turn this room light off
011353,iot,turn this room light off
011354,iot,brighten the light at seventy percent
011355,iot,confirm whether the color is blue
011356,iot,can you turn on the vacuum
011357,iot,can you turn on the vacuum
011358,iot,can you turn on the vacuum
011359,iot,can you turn on the vacuum
011360,iot,can you turn on the vacuum
011361,iot,i'd like a coffee now
011362,iot,i'd like a coffee now
011363,iot,i'd like a coffee now
011364,iot,olly rotate the light colors
011365,iot,turn the lights down
011366,iot,turn the lights down
011367,iot,turn the lights down
011368,iot,turn the lights down
011369,iot,turn the lights down
011370,iot,turn the lights down
011371,iot,turn the lights down
011372,iot,turn the lights down
011373,iot,olly change light colour to blue
011374,iot,turn off the upstairs bathroom light
011375,iot,lower the lights in the living room
011376,iot,lower the lights in the house
011377,iot,lower the lights in the house
011378,iot,lights off bathroom
011379,iot,get me some latte please
011380,iot,get me some latte please
011381,iot,get me some latte please
011382,iot,turn on the plug
011383,iot,turn on the plug
011384,iot,turn on the plug
011385,iot,turn on the plug
011386,iot,turn on the plug
011387,iot,turn on the plug
011388,iot,turn on the plug
011389,iot,turn on the plug
011390,iot,turn on the plug
011391,iot,brighten the lights in living room
011392,iot,brighten the lights in living room
011393,iot,brighten the lights in living room
011394,iot,please turn off middle light of room
011395,iot,please turn off middle light of room
011396,iot,yo olly i need a coffee now
011397,iot,i will need my filter coffee in ten minutes please ask the coffee maker accordingly
011398,iot,i will need my filter coffee in ten minutes please ask the coffee maker accordingly
011399,iot,change the house lights to pink
011400,iot,can you change the light colors into dark in the house
011401,iot,turn on this socket
011402,iot,turn on this socket
011403,iot,turn on this socket
011404,iot,turn on this socket
011405,iot,turn on this socket
011406,iot,i like red colour for my home change it
011407,iot,i like red colour for my home change it
011408,iot,switch off the smart socket
011409,iot,vacuum living room
011410,iot,vacuum living room
011411,iot,darken the room a bit
011412,iot,darken the room a bit
011413,iot,change the lights of the house to a blue hue
011414,iot,change the lights of the house to a blue hue
011415,iot,change the lights of the house to a blue hue
011416,iot,change the lights of the house to a blue hue
011417,iot,lessen the light glow
011418,iot,clear the dust and then on the cleaner
011419,iot,turn on when plugged in else turn off
011420,iot,make the light more visible
011421,iot,make the light more visible
011422,iot,make the light more visible
011423,iot,how do i set the timer on my coffee machine
011424,iot,change the color of the lights in my bedroom to red
011425,iot,change the color of the lights in my bedroom to red
011426,iot,change the color of the lights in my bedroom to red
011427,iot,change the color of the lights in my bedroom to red
011428,iot,make a coffee for me
011429,iot,turn off lights in bathroom
011430,iot,please make the lights blue
011431,iot,it's a bit dark increase lighting
011432,iot,can you make me some coffee
011433,iot,can you make me some coffee
011434,iot,turn on the smart charger
011435,iot,turn off the light in the bathroom
011436,iot,turn off the light in the bathroom
011437,iot,turn off the light in the bathroom
011438,iot,turn off the light in the bathroom
